"","phylum","class","family","species","date","year","lat","lon","locality","num.obs"
"34","Magnoliophyta","Magnoliopsida","Lamiaceae","Thymus praecox",1889-09-17,1889,41.7661,-72.6833,"1.5 miles west of city",1
"35","Magnoliophyta","Magnoliopsida","Rubiaceae","Diodella teres",1890-09-05,1890,41.7661,-72.6833,"Cedar Hill",1
"36","Magnoliophyta","Magnoliopsida","Amaranthaceae","Amaranthus cruentus",1892-07-25,1892,41.812,-72.6573,"",1
"37","Magnoliophyta","Liliopsida","Potamogetonaceae","Potamogeton perfoliatus",1892-07-23,1892,41.812,-72.6573,"",1
"38","Magnoliophyta","Magnoliopsida","Ranunculaceae","Ranunculus aquatilis",1892-06-25,1892,41.812,-72.6573,"",1
"39","Magnoliophyta","Magnoliopsida","Rosaceae","Prunus avium",1893-12-05,1893,41.812,-72.6573,"",1
"40","Magnoliophyta","Liliopsida","Poaceae","Muhlenbergia schreberi",1893-09-16,1893,41.7922,-72.7189,"Rocky Hill",1
"41","Magnoliophyta","Liliopsida","Poaceae","Bromus kalmii",1893-07-04,1893,41.78222,-72.61194,"East Hartford",1
"42","Magnoliophyta","Magnoliopsida","Salicaceae","Salix sericea",1894-08-07,1894,41.812,-72.6573,"",1
"43","Arthropoda","Insecta","Halictidae","Halictus ligatus",1894-08-04,1894,41.7636,-72.6856,"Hartford",1
"44","Magnoliophyta","Magnoliopsida","Solanaceae","Solanum tuberosum",1894-06-09,1894,41.812,-72.6573,"",1
"45","Arthropoda","Insecta","Andrenidae","Andrena erythrogaster",1894-05-23,1894,41.7636,-72.6856,"Hartford",1
"46","Arthropoda","Insecta","Andrenidae","Andrena nigrae",1894-05-13,1894,41.7636,-72.6856,"Hartford",1
"47","Arthropoda","Insecta","Andrenidae","Andrena carlini",1894-04-15,1894,41.7636,-72.6856,"Hartford",1
"48","Ascomycota","Lecanoromycetes","Physciaceae","Physcia tribacioides",1895-12-01,1895,41.7922,-72.7189,"Rocky Hill",1
"49","Arthropoda","Insecta","Andrenidae","Andrena braccata",1895-09-15,1895,41.7636,-72.6856,"Hartford",1
"50","Arthropoda","Insecta","Andrenidae","Andrena asteris",1895-09-15,1895,41.7636,-72.6856,"Hartford",1
"51","Magnoliophyta","Magnoliopsida","Fabaceae","Trifolium campestre",1895-07-18,1895,41.7635,-72.6153,"",1
"52","Magnoliophyta","Magnoliopsida","Ericaceae","Hypopitys monotropa",1895-07-18,1895,41.7635,-72.6153,"",1
"53","Magnoliophyta","Magnoliopsida","Rosaceae","Geum canadense",1895-07-12,1895,41.7635,-72.6153,"",1
"54","Magnoliophyta","Liliopsida","Alismataceae","Sagittaria engelmanniana",1895-06-29,1895,41.7635,-72.6153,"",1
"55","Magnoliophyta","Magnoliopsida","Rubiaceae","Galium trifidum",1895-06-26,1895,41.7635,-72.6153,"",1
"56","Arthropoda","Insecta","Andrenidae","Andrena nasonii",1895-05-30,1895,41.7636,-72.6856,"Hartford",1
"57","Arthropoda","Insecta","Andrenidae","Andrena rehni",1895-04-21,1895,41.7636,-72.6856,"Hartford",1
"58","Magnoliophyta","Liliopsida","Poaceae","Panicum boscii",1895-01-01,1895,41.812,-72.6573,"",1
"59","Magnoliophyta","Magnoliopsida","Asteraceae","Artemisia absinthium",1895-01-01,1895,41.812,-72.6573,"",1
"60","Magnoliophyta","Magnoliopsida","Asteraceae","Nabalus altissimus",1896-09-08,1896,41.812,-72.6573,"",1
"61","Magnoliophyta","Magnoliopsida","Amaranthaceae","Amaranthus albus v. albus",1896-08-22,1896,41.78222,-72.61194,"East Hartford",1
"62","Magnoliophyta","Magnoliopsida","Ericaceae","Pyrola americana v. americana",1896-08-02,1896,41.812,-72.6573,"",1
"63","Magnoliophyta","Magnoliopsida","Rosaceae","Geum aleppicum",1896-06-30,1896,41.7635,-72.6153,"",1
"64","Pteridophyta","Polypodiopsida","Aspleniaceae","Asplenium platyneuron",1896-01-01,1896,41.7635,-72.6153,"",1
"65","Magnoliophyta","Magnoliopsida","Asteraceae","Solidago patula",1897-12-31,1897,41.76138,-72.61583,"East Hartford",1
"66","Pteridophyta","Psilotopsida","Ophioglossaceae","Botrychium virginianum",1897-07-20,1897,41.76138,-72.61583,"East Hartford",1
"67","Magnoliophyta","Magnoliopsida","Geraniaceae","Geranium robertianum",1897-07-01,1897,41.7025,-72.71305,"Cedar Mountain",1
"68","Magnoliophyta","Magnoliopsida","Brassicaceae","Armoracia rusticana",1897-06-01,1897,41.78222,-72.61194,"East Hartford",1
"69","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Spergularia salina",1897-06-01,1897,41.78222,-72.61194,"East Hartford",1
"70","Magnoliophyta","Magnoliopsida","Ranunculaceae","Actaea pachypoda",1897-05-20,1897,41.7175,-72.70416,"Cedar Mountain",1
"71","Magnoliophyta","Magnoliopsida","Asteraceae","Helianthus decapetalus",1897-01-01,1897,41.76138,-72.61583,"East Hartford",1
"72","Magnoliophyta","Liliopsida","Poaceae","Echinochloa crus-galli",1897-01-01,1897,41.76138,-72.61583,"East Hartford",1
"73","Magnoliophyta","Magnoliopsida","Chenopodiaceae","Chenopodium paganum",1897-01-01,1897,41.78222,-72.61194,"East Hartford",1
"74","Magnoliophyta","Magnoliopsida","Crassulaceae","Hylotelephium erythrostictum",1897-01-01,1897,41.76361,-72.685,"Hartford",1
"75","Magnoliophyta","Magnoliopsida","Hamamelidaceae","Hamamelis virginiana",1898-10-01,1898,41.7636,-72.6153,"Burnham Street",1
"76","Magnoliophyta","Liliopsida","Poaceae","Muhlenbergia tenuiflora",1898-09-11,1898,41.812,-72.6573,"",1
"77","Magnoliophyta","Magnoliopsida","Asteraceae","Cirsium arvense",1898-08-01,1898,41.76361,-72.685,"Hartford",1
"78","Magnoliophyta","Magnoliopsida","Plantaginaceae","Gratiola aurea",1898-08-01,1898,41.73833,-72.66444,"South Meadows",1
"79","Magnoliophyta","Liliopsida","Juncaceae","Juncus tenuis",1898-07-07,1898,41.7636,-72.6153,"Main Street",1
"80","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Stellaria alsine",1898-07-01,1898,41.78222,-72.61194,"East Hartford",1
"81","Magnoliophyta","Liliopsida","Poaceae","Holcus lanatus",1898-06-01,1898,41.7635,-72.6153,"",1
"82","Magnoliophyta","Magnoliopsida","Rosaceae","Geum urbanum",1898-06-01,1898,41.7635,-72.6153,"",1
"83","Magnoliophyta","Magnoliopsida","Asteraceae","Packera obovata",1898-06-01,1898,41.72694,-72.70777,"Cedar Hill",1
"84","Chordata","Aves","Picidae","Colaptes auratus ssp. luteus",1898-05-22,1898,41.7230552611288,-72.6994526666909,"Hartford, Cedar Hill",1
"85","Magnoliophyta","Magnoliopsida","Saxifragaceae","Chrysosplenium americanum",1898-04-01,1898,41.7797,-72.6069,"Goodwin's Woods",1
"86","Magnoliophyta","Magnoliopsida","Lamiaceae","Hedeoma pulegioides",1898-01-01,1898,41.7635,-72.6153,"",1
"87","Magnoliophyta","Magnoliopsida","Linaceae","Linum intercursum",1899-07-02,1899,41.7635,-72.6153,"",1
"88","Magnoliophyta","Liliopsida","Typhaceae","Sparganium emersum",1899-07-01,1899,41.73833,-72.66444,"South Meadows",1
"89","Magnoliophyta","Magnoliopsida","Rosaceae","Potentilla simplex",1899-05-28,1899,41.7922,-72.7189,"",1
"90","Magnoliophyta","Magnoliopsida","Betulaceae","Carpinus caroliniana ssp. virginiana",1899-05-06,1899,41.76138,-72.61583,"East Hartford",1
"91","Magnoliophyta","Liliopsida","Araceae","Orontium aquaticum",1899-01-01,1899,41.7922,-72.7189,"Windsor",1
"92","Arthropoda","Insecta","Libellulidae","Tramea carolina",1899-01-01,1899,41.812,-72.6573,"nr. Buchard's Pond, Wilson Pt.",1
"93","Magnoliophyta","Magnoliopsida","Asteraceae","Nabalus trifoliolatus",1900-09-25,1900,41.80222,-72.66611,"Keney Park",1
"94","Magnoliophyta","Magnoliopsida","Linaceae","Linum usitatissimum",1900-08-10,1900,41.7012,-72.6704,"",1
"95","Magnoliophyta","Magnoliopsida","Lamiaceae","Mentha arvensis v. villosa",1900-08-10,1900,41.70111,-72.67,"Wethersfield",1
"96","Magnoliophyta","Liliopsida","Cyperaceae","Dulichium arundinaceum",1900-08-03,1900,41.80222,-72.66611,"Keney Park",1
"97","Magnoliophyta","Magnoliopsida","Asteraceae","Tragopogon porrifolius",1900-08-01,1900,41.76361,-72.685,"Hartford",1
"98","Magnoliophyta","Magnoliopsida","Fabaceae","Chamaecrista fasciculata",1900-08-01,1900,41.80222,-72.66611,"Keney Park",1
"99","Magnoliophyta","Liliopsida","Cyperaceae","Carex blanda v. blanda",1900-07-20,1900,41.78222,-72.61194,"East Hartford",1
"100","Magnoliophyta","Liliopsida","Cyperaceae","Scirpus hattorianus",1900-07-04,1900,41.78222,-72.61194,"East Hartford",1
"101","Magnoliophyta","Liliopsida","Cyperaceae","Carex gynandra v. gynandra",1900-07-01,1900,41.76361,-72.685,"Hartford",1
"102","Magnoliophyta","Liliopsida","Poaceae","Vulpia octoflora",1900-06-13,1900,41.7635,-72.6153,"",1
"103","Magnoliophyta","Magnoliopsida","Primulaceae","Trientalis borealis",1900-05-24,1900,41.7635,-72.6153,"",1
"104","Magnoliophyta","Magnoliopsida","Rosaceae","Photinia floribunda",1900-05-23,1900,41.7635,-72.6153,"",1
"105","Bryophyta","Bryopsida","Leucodontaceae","Forsstroemia trichomitria",1900-05-01,1900,41.76583,-72.68388,"Hartford",1
"106","Magnoliophyta","Liliopsida","Potamogetonaceae","Potamogeton pusillus",1900-01-01,1900,41.80222,-72.66611,"Keney Park",1
"107","Magnoliophyta","Magnoliopsida","Asteraceae","Solidago uliginosa",1901-10-10,1901,41.71222,-72.60805,"Glastonbury",1
"108","Magnoliophyta","Magnoliopsida","Amaranthaceae","Amaranthus blitoides",1901-09-21,1901,41.76361,-72.68555,"Valley Rail Road",1
"109","Magnoliophyta","Magnoliopsida","Chenopodiaceae","Chenopodium polyspermum",1901-09-21,1901,41.76361,-72.685,"Hartford",1
"110","Magnoliophyta","Magnoliopsida","Euphorbiaceae","Euphorbia glyptosperma",1901-09-21,1901,41.76361,-72.68555,"Valley Rail Road",1
"111","Magnoliophyta","Magnoliopsida","Euphorbiaceae","Euphorbia polygonifolia",1901-09-21,1901,41.76361,-72.68555,"Valley Rail Road",1
"112","Magnoliophyta","Magnoliopsida","Apiaceae","Hydrocotyle umbellata",1901-08-06,1901,41.7661,-72.6833,"bank of Housatonic River",1
"113","Magnoliophyta","Magnoliopsida","Asteraceae","Leontopodium nivale",1901-06-21,1901,41.77611,-72.71861,"Elizabeth Park, West Hartford",1
"114","Magnoliophyta","Magnoliopsida","Campanulaceae","Campanula glomerata",1901-06-21,1901,41.77611,-72.71861,"Elizabeth Park, West Hartford",1
"115","Arthropoda","Insecta","Staphylinidae","Thoracophorus costalis",1901-06-10,1901,41.7599547546156,-72.6794519790329,"Hartford",1
"116","Pteridophyta","Polypodiopsida","Dryopteridaceae","Dryopteris intermedia",1901-06-03,1901,41.80222,-72.66611,"Keney Park",1
"117","Chordata","Aves","Icteridae","Quiscalus quiscula ssp. versicolor",1901-05-09,1901,41.76361,-72.68556,"Hartford",1
"118","Magnoliophyta","Magnoliopsida","Asteraceae","Solidago canadensis v. hargeri",1902-09-07,1902,41.76583,-72.68388,"Hartford",1
"119","Magnoliophyta","Magnoliopsida","Oleaceae","Fraxinus nigra",1902-09-04,1902,41.7636,-72.6153,"Long Hill",1
"120","Magnoliophyta","Liliopsida","Cyperaceae","Cyperus dentatus",1902-08-10,1902,41.76555,-72.66555,"Connecticut River, Hartford",1
"121","Magnoliophyta","Magnoliopsida","Onagraceae","Camissonia contorta",1902-07-01,1902,41.7661,-72.6833,"railroad yard",1
"122","Magnoliophyta","Liliopsida","Juncaceae","Juncus effusus",1902-07-01,1902,41.73833,-72.66444,"South Meadows",1
"123","Magnoliophyta","Magnoliopsida","Nymphaeaceae","Nuphar variegata",1902-06-30,1902,41.78222,-72.61194,"East Hartford",1
"124","Magnoliophyta","Liliopsida","Juncaceae","Juncus bufonius",1902-06-30,1902,41.76138,-72.61583,"East Hartford",1
"125","Magnoliophyta","Liliopsida","Cyperaceae","Carex hirsutella v. hirsuta",1902-06-27,1902,41.77611,-72.71944,"Elizabeth Park, West Hartford",1
"126","Magnoliophyta","Liliopsida","Poaceae","Danthonia spicata",1902-06-14,1902,41.77305,-72.7375,"Noyes Brook, West Hartford",1
"127","Magnoliophyta","Liliopsida","Cyperaceae","Carex sterilis",1902-05-27,1902,41.7635,-72.6153,"",1
"128","Magnoliophyta","Magnoliopsida","Scrophulariaceae","Scrophularia lanceolata",1902-05-27,1902,41.7635,-72.6153,"",1
"129","Magnoliophyta","Liliopsida","Cyperaceae","Carex interior",1902-05-27,1902,41.82361,-72.62111,"South Windsor",1
"130","Chordata","Aves","Strigidae","Megascops asio ssp. naevius",1902-05-20,1902,41.7618548455108,-72.7419537435225,"West Hartford",1
"131","Magnoliophyta","Liliopsida","Cyperaceae","Carex utriculata",1902-05-18,1902,41.71222,-72.60805,"Glastonbury",1
"132","Magnoliophyta","Magnoliopsida","Brassicaceae","Cardamine bulbosa",1902-05-10,1902,41.73055,-72.72277,"Trout Brook",1
"133","Magnoliophyta","Magnoliopsida","Salicaceae","Salix humilis",1902-05-01,1902,41.7635,-72.6153,"",1
"134","Magnoliophyta","Magnoliopsida","Asteraceae","Artemisia stelleriana",1902-01-01,1902,41.812,-72.6573,"",1
"135","Magnoliophyta","Magnoliopsida","Fabaceae","Medicago polymorpha",1903-10-25,1903,41.766,-72.6834,"",1
"136","Magnoliophyta","Magnoliopsida","Lamiaceae","Lycopus uniflorus",1903-10-11,1903,41.7636,-72.6153,"Long Hill",1
"137","Magnoliophyta","Magnoliopsida","Amaranthaceae","Amaranthus retroflexus",1903-09-06,1903,41.766,-72.6834,"",1
"138","Magnoliophyta","Magnoliopsida","Asteraceae","Hieracium scabrum",1903-09-06,1903,41.7635,-72.6153,"",1
"139","Magnoliophyta","Liliopsida","Poaceae","Aristida longespica",1903-09-03,1903,41.7635,-72.6153,"",1
"140","Magnoliophyta","Liliopsida","Poaceae","Sorghastrum nutans",1903-09-01,1903,41.7635,-72.6153,"",1
"141","Pteridophyta","Psilotopsida","Ophioglossaceae","Botrychium rugulosum",1903-08-16,1903,41.78222,-72.61194,"East Hartford",1
"142","Magnoliophyta","Liliopsida","Cyperaceae","Scirpus expansus",1903-08-15,1903,41.71222,-72.60805,"Glastonbury",1
"143","Magnoliophyta","Liliopsida","Juncaceae","Juncus brevicaudatus",1903-07-25,1903,41.80222,-72.66611,"Keney Park",1
"144","Magnoliophyta","Magnoliopsida","Onagraceae","Circaea lutetiana",1903-07-24,1903,41.80222,-72.66611,"Keney Park",1
"145","Magnoliophyta","Magnoliopsida","Brassicaceae","Raphanus sativus",1903-07-19,1903,41.76361,-72.68555,"Valley Rail Road",1
"146","Magnoliophyta","Liliopsida","Cyperaceae","Carex straminea",1903-06-29,1903,41.78222,-72.61194,"East Hartford",1
"147","Magnoliophyta","Magnoliopsida","Apiaceae","Osmorhiza longistylis",1903-06-02,1903,41.78222,-72.61194,"East Hartford",1
"148","Magnoliophyta","Liliopsida","Cyperaceae","Scleria lithosperma",1903-05-30,1903,41.78222,-72.61194,"East Hartford",1
"149","Magnoliophyta","Magnoliopsida","Rosaceae","Crataegus crus-galli",1903-05-26,1903,41.7661,-72.6833,"Little River, Elmwood Station, railroad bridge",1
"150","Magnoliophyta","Magnoliopsida","Orobanchaceae","Rhinanthus minor",1903-05-23,1903,41.7636,-72.6153,"Long Hill",1
"151","Magnoliophyta","Magnoliopsida","Fabaceae","Vicia faba",1903-05-15,1903,41.76361,-72.685,"Hartford",1
"152","Magnoliophyta","Magnoliopsida","Rosaceae","Aronia melanocarpa",1903-05-10,1903,41.7636,-72.6153,"Burnside",1
"153","Magnoliophyta","Liliopsida","Cyperaceae","Carex tetanica",1903-05-10,1903,41.7661,-72.6833,"bank of Housatonic River",1
"154","Magnoliophyta","Magnoliopsida","Rosaceae","Prunus pumila",1903-05-10,1903,41.7798,-72.607,"",1
"155","Magnoliophyta","Liliopsida","Cyperaceae","Carex albicans v. albicans",1903-05-03,1903,41.78222,-72.61194,"East Hartford",1
"156","Magnoliophyta","Magnoliopsida","Saxifragaceae","Micranthes virginiensis",1903-04-09,1903,41.7661,-72.6833,"Cedar Hill",1
"157","Magnoliophyta","Magnoliopsida","Geraniaceae","Erodium cicutarium",1903-01-01,1903,41.76361,-72.68555,"Valley Rail Road",1
"158","Magnoliophyta","Magnoliopsida","Rosaceae","Crataegus pruinosa",1904-10-16,1904,41.766,-72.6834,"",1
"159","Lycopodiophyta","Lycopodiopsida","Lycopodiaceae","Lycopodium clavatum",1904-09-21,1904,41.76138,-72.61583,"East Hartford",1
"160","Magnoliophyta","Magnoliopsida","Asteraceae","Solidago puberula",1904-09-21,1904,41.76138,-72.61583,"East Hartford",1
"161","Magnoliophyta","Magnoliopsida","Onagraceae","Epilobium leptophyllum",1904-09-21,1904,41.78222,-72.61194,"East Hartford",1
"162","Pteridophyta","Polypodiopsida","Thelypteridaceae","Parathelypteris noveboracensis",1904-09-05,1904,41.78222,-72.61194,"East Hartford",1
"163","Magnoliophyta","Magnoliopsida","Asteraceae","Crepis capillaris",1904-09-01,1904,41.76138,-72.61583,"East Hartford",1
"164","Magnoliophyta","Magnoliopsida","Asteraceae","Bidens discoidea",1904-08-26,1904,41.78222,-72.61194,"East Hartford",1
"165","Magnoliophyta","Magnoliopsida","Solanaceae","Physalis angulata",1904-08-19,1904,41.766,-72.6834,"",1
"166","Magnoliophyta","Liliopsida","Cyperaceae","Eleocharis intermedia",1904-08-19,1904,41.7661,-72.6833,"river bank",1
"167","Magnoliophyta","Magnoliopsida","Lamiaceae","Scutellaria integrifolia",1904-07-24,1904,41.7661,-72.6833,"near old cemetery",1
"168","Magnoliophyta","Magnoliopsida","Ericaceae","Vaccinium corymbosum v. atrococcum",1904-07-21,1904,41.78222,-72.61194,"East Hartford",1
"169","Magnoliophyta","Magnoliopsida","Fagaceae","Quercus bicolor",1904-07-16,1904,41.7635,-72.6153,"",1
"170","Magnoliophyta","Magnoliopsida","Asteraceae","Lactuca canadensis v. longifolia",1904-07-09,1904,41.78444,-72.5775,"Wickham Park, Manchester",1
"171","Magnoliophyta","Magnoliopsida","Betulaceae","Corylus americana",1904-07-03,1904,41.76138,-72.61583,"East Hartford",1
"172","Magnoliophyta","Magnoliopsida","Asteraceae","Erigeron strigosus",1904-07-03,1904,41.76138,-72.61583,"East Hartford",1
"173","Magnoliophyta","Liliopsida","Poaceae","Panicum latifolium",1904-06-23,1904,41.7635,-72.6153,"",1
"174","Magnoliophyta","Liliopsida","Poaceae","Festuca subverticillata",1904-06-23,1904,41.76138,-72.61583,"East Hartford",1
"175","Magnoliophyta","Liliopsida","Poaceae","Bromus pectinatus",1904-06-12,1904,41.766,-72.6834,"",1
"176","Magnoliophyta","Magnoliopsida","Vitaceae","Vitis vulpina",1904-06-09,1904,41.77611,-72.62027,"Hockanum River",1
"177","Magnoliophyta","Magnoliopsida","Fabaceae","Gleditsia triacanthos",1904-06-09,1904,41.76361,-72.685,"Hartford",1
"178","Magnoliophyta","Magnoliopsida","Ranunculaceae","Caltha palustris",1904-05-22,1904,41.76138,-72.61583,"East Hartford",1
"179","Magnoliophyta","Magnoliopsida","Violaceae","Viola palmata",1904-05-22,1904,41.82361,-72.62111,"South Windsor",1
"180","Magnoliophyta","Magnoliopsida","Fabaceae","Lespedeza capitata v. velutina",1905-10-01,1905,41.82361,-72.62111,"South Windsor",1
"181","Magnoliophyta","Magnoliopsida","Asteraceae","Doellingeria umbellata v. umbellata",1905-09-21,1905,41.76138,-72.61583,"East Hartford",1
"182","Magnoliophyta","Magnoliopsida","Asteraceae","Sonchus arvensis",1905-09-13,1905,41.78222,-72.61194,"East Hartford",1
"183","Magnoliophyta","Magnoliopsida","Lamiaceae","Pycnanthemum incanum",1905-09-10,1905,41.7635,-72.6153,"",1
"184","Magnoliophyta","Magnoliopsida","Lentibulariaceae","Utricularia intermedia",1905-09-01,1905,41.7922,-72.7189,"Lake Midway",1
"185","Magnoliophyta","Magnoliopsida","Lythraceae","Cuphea viscosissima",1905-08-29,1905,41.7635,-72.6153,"",1
"186","Magnoliophyta","Magnoliopsida","Asteraceae","Sericocarpus linifolius",1905-08-29,1905,41.7635,-72.6153,"",1
"187","Magnoliophyta","Magnoliopsida","Asteraceae","Hieracium scabrum v. scabrum",1905-08-29,1905,41.78222,-72.61194,"East Hartford",1
"188","Magnoliophyta","Magnoliopsida","Asteraceae","Mikania scandens",1905-08-29,1905,41.77972,-72.6075,"Burnside",1
"189","Magnoliophyta","Magnoliopsida","Asteraceae","Eurybia radula",1905-08-26,1905,41.7635,-72.6153,"",1
"190","Magnoliophyta","Magnoliopsida","Orobanchaceae","Agalinis tenuifolia",1905-08-26,1905,41.7635,-72.6153,"",1
"191","Pinophyta","Pinopsida","Pinaceae","Pinus rigida",1905-08-25,1905,41.7635,-72.6153,"",1
"192","Magnoliophyta","Magnoliopsida","Caryophyllaceae","Silene armeria",1905-08-19,1905,41.766,-72.6834,"",1
"193","Magnoliophyta","Magnoliopsida","Boraginaceae","Symphytum asperum",1905-07-20,1905,41.78222,-72.61194,"East Hartford",1
"194","Magnoliophyta","Liliopsida","Cyperaceae","Scirpus atrocinctus",1905-06-25,1905,41.7635,-72.6153,"",1
"195","Magnoliophyta","Magnoliopsida","Boraginaceae","Onosmodium virginianum",1905-06-24,1905,41.7661,-72.6833,"bank of Housatonic River",1
"196","Magnoliophyta","Magnoliopsida","Rosaceae","Crataegus boyntonii",1905-05-27,1905,41.76138,-72.61583,"East Hartford",1
"197","Magnoliophyta","Magnoliopsida","Cornaceae","Cornus alternifolia",1905-05-27,1905,41.78222,-72.61194,"East Hartford",1
"198","Magnoliophyta","Magnoliopsida","Lamiaceae","Glechoma hederacea",1905-05-24,1905,41.76138,-72.61583,"East Hartford",1
"199","Magnoliophyta","Magnoliopsida","Adoxaceae","Sambucus racemosa",1905-05-19,1905,41.76194,-72.74194,"West Hartford",1
"200","Magnoliophyta","Magnoliopsida","Polygonaceae","Persicaria virginiana",1905-05-08,1905,41.812,-72.6573,"",1
"201","Magnoliophyta","Magnoliopsida","Cannabaceae","Celtis occidentalis f. pumila",1905-03-19,1905,41.69027,-72.65611,"South Wethersfield",1
"202","Magnoliophyta","Liliopsida","Cyperaceae","Eleocharis erythropoda",1905-01-01,1905,41.812,-72.6573,"",1
"203","Magnoliophyta","Magnoliopsida","Fagaceae","Quercus velutina",1906-09-16,1906,41.76583,-72.68388,"Hartford",1
"204","Magnoliophyta","Magnoliopsida","Cistaceae","Helianthemum bicknellii",1906-09-16,1906,41.82361,-72.62111,"South Windsor",1
"205","Magnoliophyta","Magnoliopsida","Cistaceae","Lechea minor",1906-09-16,1906,41.82361,-72.62111,"South Windsor",1
"206","Magnoliophyta","Magnoliopsida","Ranunculaceae","Anemone cylindrica",1906-09-14,1906,41.766,-72.6834,"",1
"207","Pinophyta","Pinopsida","Pinaceae","Picea abies",1906-09-13,1906,41.7635,-72.6153,"",1
"208","Magnoliophyta","Magnoliopsida","Fagaceae","Quercus prinoides",1906-09-13,1906,41.7635,-72.6153,"",1
